messzeit,spannung,widerstand,spannung_outlier,widerstand_outlier
2024-01-04 06:00:00,5.018352155307101,100.3490104249501,False,False
2024-01-04 07:00:00,4.6024862170798215,98.0734320156912,False,False
2024-01-04 08:00:00,4.956065622432497,100.56758672625624,False,False
2024-01-04 09:00:00,5.071422514302349,103.31065337260524,False,False
2024-01-04 10:00:00,5.295578808948303,107.93008408072676,False,False
2024-01-04 11:00:00,4.896345956345271,93.81092250586576,False,False
2024-01-04 12:00:00,4.838301279421362,110.66516687328134,False,False
2024-01-04 13:00:00,4.899648591283093,90.23956100238748,False,False
2024-01-04 14:00:00,5.183080423540415,99.24107452482208,False,False
2024-01-04 15:00:00,5.065750221931937,102.94158603242288,False,False
2024-01-04 16:00:00,4.894047959246592,101.40495933867516,False,False
2024-01-04 17:00:00,5.102653486622671,96.88650240089704,False,False
2024-01-04 18:00:00,5.019415509869608,98.95938874821364,False,False
2024-01-04 19:00:00,5.193728998106578,97.53499532670584,False,False
2024-01-04 20:00:00,4.85958938122453,97.05317621527894,False,False
2024-01-04 21:00:00,4.934467570680447,104.24801048510513,False,False
2024-01-04 22:00:00,4.921578369373568,101.78507742982524,False,False
2024-01-04 23:00:00,4.707297010373576,96.53545202369672,False,False
2024-01-05 00:00:00,5.059224055412916,104.49799937716624,False,False
2024-01-05 01:00:00,5.052211054435978,101.53649760438304,False,False
2024-01-05 02:00:00,5.001022691328492,104.0643105941948,False,False
2024-01-05 03:00:00,4.953082573324971,103.14814420961808,False,False
2024-01-05 04:00:00,4.7169258515899175,95.85502494538964,False,False
2024-01-05 05:00:00,4.915870935446928,97.19909479901516,False,False
2024-01-05 06:00:00,4.931457096694646,103.7364680256163,False,False
2024-01-05 07:00:00,4.839544546155676,103.05185132716733,False,False
2024-01-05 08:00:00,4.967742857666798,99.89549203017926,False,False
2024-01-05 09:00:00,5.080810171362908,100.58663691654392,False,False
2024-01-05 10:00:00,5.377237180242106,106.38832447894212,False,False
2024-01-05 11:00:00,5.034915562566368,97.04214305582084,False,False
2024-01-05 12:00:00,5.0515100781445526,102.7354869058502,False,False
2024-01-05 13:00:00,4.985110816846767,98.98903673783052,False,False
2024-01-05 14:00:00,4.616245756940192,98.9115939838639,False,False
2024-01-05 15:00:00,4.994697224910157,105.49388425993595,False,False
2024-01-05 16:00:00,5.012046041988206,104.12708174494014,False,False
2024-01-05 17:00:00,5.492648422497057,104.0675481800032,False,False
2024-01-05 18:00:00,4.961527807043775,106.52739403577164,False,False
2024-01-05 19:00:00,5.0603094684667225,100.1050192081638,False,False
2024-01-05 20:00:00,4.993057646058952,103.40976485647482,False,False
2024-01-05 21:00:00,4.766264392476094,98.44866621703272,False,False
2024-01-05 22:00:00,5.228564562903004,101.6208317624422,False,False
2024-01-05 23:00:00,5.150386606537355,99.34928472816158,False,False
2024-01-06 00:00:00,5.158206389408609,100.4849798249636,False,False
2024-01-06 01:00:00,4.818122509041052,102.97578512718457,False,False
2024-01-06 02:00:00,5.28055886218722,95.90889658383264,False,False
2024-01-06 03:00:00,4.719629787441544,110.4619363784273,False,False
2024-01-06 04:00:00,5.117371418760054,94.96991309250149,False,False
2024-01-06 05:00:00,5.438091125161995,93.92905693606134,False,False
2024-01-06 06:00:00,4.801892734973863,105.79055436750032,False,False
2024-01-06 07:00:00,4.886740454079446,103.95831346981468,False,False
2024-01-06 08:00:00,5.019930273017528,103.12059908526078,False,False
2024-01-06 09:00:00,4.89930486917676,103.1417275463214,False,False
2024-01-06 10:00:00,4.689867313786774,99.93876613576543,False,False
2024-01-06 11:00:00,5.013712594961206,95.51372814257084,False,False
2024-01-06 12:00:00,4.787539257254779,100.37902279096863,False,False
2024-01-06 13:00:00,5.094718486127037,96.61419144243943,False,False
2024-01-06 14:00:00,4.816115153153239,104.87559866708877,False,False
2024-01-06 15:00:00,5.309986881003508,99.2647130924893,False,False
2024-01-06 16:00:00,4.843349341532752,95.87251401603744,False,False
2024-01-06 17:00:00,4.935587696758865,98.39307079173504,False,False
2024-01-06 18:00:00,5.162703443473934,102.06465727137812,False,False
2024-01-06 19:00:00,4.753827136713209,97.18137723598012,False,False
2024-01-06 20:00:00,5.045491986920826,95.88889802216784,False,False
2024-01-06 21:00:00,5.261428550856485,101.21843605745956,False,False
2024-01-06 22:00:00,4.678503353087755,101.2248328555436,False,False
2024-01-06 23:00:00,5.036926771706461,97.46528412314436,False,False
2024-01-07 00:00:00,5.0519765588496846,97.6448084719084,False,False
2024-01-07 01:00:00,5.156364574355462,101.16024968678818,False,False
2024-01-07 02:00:00,4.752609857824384,92.75957829251338,False,False
2024-01-07 03:00:00,4.7359086773831445,92.96268112811724,False,False
2024-01-07 04:00:00,5.10438831312338,96.40777889373784,False,False
2024-01-07 05:00:00,5.059396934646637,98.93276424144076,False,False
2024-01-07 06:00:00,5.050098570069175,101.55453782799002,False,False
2024-01-07 07:00:00,5.069289641899395,107.37678108474776,False,False
2024-01-07 08:00:00,4.863995055684302,104.2882981160101,False,False
2024-01-07 09:00:00,5.046450739432201,99.20030735018288,False,False
2024-01-07 10:00:00,5.058614494659737,99.90491896048655,False,False
2024-01-07 11:00:00,4.857129716394726,94.98735317681096,False,False
2024-01-07 12:00:00,5.373154902228952,99.90743432003804,False,False
2024-01-07 13:00:00,5.0947665841823575,98.5567068053993,False,False
2024-01-07 14:00:00,4.76173930055947,101.61359280169044,False,False
2024-01-07 15:00:00,5.131310721726766,95.8638452822384,False,False
2024-01-07 16:00:00,4.805063665954536,102.59673257120586,False,False
2024-01-07 17:00:00,5.15741692074849,107.66369456501288,False,False
2024-01-07 18:00:00,5.23171911580148,99.45619925771572,False,False
2024-01-07 19:00:00,4.835863536329658,102.0085586104947,False,False
2024-01-07 20:00:00,5.192675225848864,103.45071995855557,False,False
2024-01-07 21:00:00,5.0825561853873,97.99389764057082,False,False
2024-01-07 22:00:00,5.164412031998898,101.12046240905208,False,False
2024-01-07 23:00:00,5.379358596530789,100.06296200390898,False,False
2024-01-08 00:00:00,4.950922376799426,100.48838049274416,False,False
2024-01-08 01:00:00,4.849252767128502,96.13495108072269,False,False
2024-01-08 02:00:00,4.822097114074896,100.12255087129472,False,False
2024-01-08 03:00:00,4.836837943006913,102.48999145622724,False,False
2024-01-08 04:00:00,4.98457965811718,107.2557180389752,False,False
2024-01-08 05:00:00,5.0682303949633285,104.79635413042604,False,False
2024-01-08 06:00:00,5.055338159866004,110.76591228755778,False,False
2024-01-08 07:00:00,5.165436649807205,96.16326218555976,False,False
2024-01-08 08:00:00,5.002600378375582,104.3616031836034,False,False
2024-01-08 09:00:00,5.290706815431463,100.91671002869175,False,False
2024-01-08 10:00:00,4.9470686333524085,110.94901466608836,False,False
2024-01-08 11:00:00,5.544033833317924,95.95850857322424,False,False
2024-01-08 12:00:00,5.125133469553001,95.80139078909612,False,False
2024-01-08 13:00:00,4.828568488716743,97.0030367727799,False,False
2024-01-08 14:00:00,4.785821500387778,89.38052137845096,False,False
2024-01-08 15:00:00,5.096494483048637,97.3712248915962,False,False
2024-01-08 16:00:00,4.95530744293483,96.20433669223152,False,False
2024-01-08 17:00:00,5.142800098818419,100.75196893238105,False,False
2024-01-08 18:00:00,5.094647524914709,101.7087798788858,False,False
2024-01-08 19:00:00,4.985434217468625,109.38085419607944,False,False
2024-01-08 20:00:00,4.830641256386319,104.75211919093024,False,False
2024-01-08 21:00:00,4.697030555062828,97.11548172168798,False,False
2024-01-08 22:00:00,4.910697009586595,95.50792664325822,False,False
2024-01-08 23:00:00,5.171279758864695,102.45959585753252,False,False
2024-01-09 00:00:00,5.042818748826041,93.3988339648968,False,False
2024-01-09 01:00:00,4.750852244257603,109.15729382927177,False,False
2024-01-09 02:00:00,5.034636185170236,105.89720060360644,False,False
2024-01-09 03:00:00,5.077063475945767,97.65412173947648,False,False
2024-01-09 04:00:00,4.823228512759774,91.43432735454562,False,False
2024-01-09 05:00:00,5.030745021189105,106.76936187082708,False,False
2024-01-09 06:00:00,5.0116417436892,99.42730077373692,False,False
2024-01-09 07:00:00,4.771405940433875,106.1890815598673,False,False
